,index,Unnamed: 0,model_id,selected,fold,repetition,num_neurons,weight_regularization,monitored_metric,loss,epoch,activation_name,architecture_id,train_overall_acc,train_matthews_corrcoef,validation_overall_acc,validation_matthews_corrcoef,holdout_overall_acc,holdout_matthews_corrcoef,test_overall_acc,test_matthews_corrcoef,dominant_solution,mean_diffs,dataset,run,experiment,validation_loss,holdout_loss,group,policy,mcdm_tuples
1591972,1692772,16241572,993,False,1,1,94,4.6e-05,0.802632,0.465319,72,ReLU(),193,0.81203,0.570088,0.802632,0.551297,0.812865,0.572152,0.802632,0.546779,False,0.0068219999999999574,diabetes,15,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1600859,1701659,16250459,1293,False,4,4,94,4.5e-05,0.763158,0.520232,82,ReLU(),193,0.81203,0.571214,0.763158,0.453745,0.80117,0.54539,0.763158,0.457055,False,0.03258133333333335,diabetes,1,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1603331,1704131,16252931,1593,False,7,7,94,4.7e-05,0.809211,0.479514,90,ReLU(),193,0.819549,0.587629,0.809211,0.561598,0.817251,0.581845,0.789474,0.51821,False,0.006891999999999972,diabetes,16,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1608509,1709309,16258109,1593,False,7,7,94,4.6e-05,0.796053,0.501919,56,ReLU(),193,0.806391,0.555201,0.796053,0.532324,0.805556,0.553319,0.75,0.430552,False,0.006891999999999972,diabetes,6,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1614679,1715479,16264279,1495,False,6,6,96,5.1e-05,0.919118,0.238077,94,ReLU(),195,0.909664,0.817134,0.919118,0.837654,0.913399,0.825065,0.867647,0.732841,False,0.006302666666666641,Australian,17,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1619217,1720017,16268817,1395,False,5,5,96,4.6e-05,0.904412,0.30255,54,ReLU(),195,0.911765,0.821856,0.904412,0.806569,0.910131,0.818454,0.867647,0.730961,False,0.004902000000000036,Australian,18,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1624166,1724966,16273766,1295,False,4,4,96,5.1e-05,0.919118,0.308555,92,ReLU(),195,0.920168,0.839658,0.919118,0.837654,0.919935,0.839592,0.838235,0.673374,False,0.000699999999999997,Australian,2,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1634511,1735311,16284111,1395,False,5,5,96,4.8e-05,0.875,0.372428,77,ReLU(),195,0.920168,0.83854,0.875,0.750749,0.910131,0.818738,0.838235,0.673374,False,0.03011199999999999,Australian,5,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1640534,1741334,16290134,1595,False,7,7,96,4.6e-05,0.882353,0.340948,72,ReLU(),195,0.92437,0.84863,0.882353,0.764408,0.915033,0.829902,0.852941,0.705071,False,0.028011333333333315,Australian,0,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1646300,1747100,16295900,1295,False,4,4,96,5.2e-05,0.860294,0.329198,93,ReLU(),195,0.928571,0.85621,0.860294,0.717242,0.913399,0.825345,0.838235,0.673374,True,0.045518000000000024,Australian,13,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1648442,1749242,16298042,1095,False,2,2,96,4.9e-05,0.926471,0.294198,66,ReLU(),195,0.913866,0.828285,0.926471,0.850733,0.916667,0.832612,0.838235,0.673374,False,0.008403333333333393,Australian,14,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1654411,1755211,16304011,1295,False,4,4,96,4.9e-05,0.904412,0.287877,83,ReLU(),195,0.920168,0.838853,0.904412,0.810042,0.916667,0.832264,0.852941,0.701754,False,0.010503999999999994,Australian,11,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1660219,1761019,16309819,895,False,0,0,96,5.1e-05,0.904412,0.297802,94,ReLU(),195,0.915966,0.830035,0.904412,0.806569,0.915033,0.828021,0.867647,0.730961,False,0.0077026666666666355,Australian,4,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1667709,1768509,16317309,1095,False,2,2,96,4.8e-05,0.889706,0.299112,76,ReLU(),195,0.913866,0.8267,0.889706,0.775917,0.908497,0.814785,0.838235,0.673374,False,0.01610666666666664,Australian,8,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1670732,1771532,16320332,1095,False,2,2,96,4.8e-05,0.889706,0.330133,58,ReLU(),195,0.907563,0.815269,0.889706,0.776794,0.905229,0.810114,0.852941,0.701754,False,0.011904666666666675,Australian,10,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1677232,1778032,16326832,895,False,0,0,96,5.2e-05,0.911765,0.248879,95,ReLU(),195,0.92437,0.847352,0.911765,0.822041,0.919935,0.838288,0.852941,0.701754,False,0.008403333333333318,Australian,7,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1685180,1785980,16334780,1295,False,4,4,96,4.6e-05,0.882353,0.323217,65,ReLU(),195,0.918067,0.833759,0.882353,0.762575,0.913399,0.824439,0.852941,0.701754,False,0.023809333333333276,Australian,12,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1690733,1791533,16340333,995,False,1,1,96,5.1e-05,0.889706,0.292646,89,ReLU(),195,0.926471,0.85081,0.889706,0.776794,0.918301,0.834308,0.867647,0.730961,False,0.024510000000000032,Australian,3,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1696290,1797090,16345890,1495,False,6,6,96,4.3e-05,0.867647,0.367267,31,ReLU(),195,0.905462,0.808182,0.867647,0.731579,0.895425,0.788097,0.867647,0.730961,False,0.025210000000000028,Australian,15,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1702201,1803001,16351801,1495,False,6,6,96,5.1e-05,0.875,0.334033,94,ReLU(),195,0.926471,0.851442,0.875,0.750749,0.915033,0.828801,0.867647,0.730961,False,0.03431400000000003,Australian,1,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1706082,1806882,16355682,1095,False,2,2,96,4.7e-05,0.889706,0.283454,69,ReLU(),195,0.911765,0.821053,0.889706,0.778258,0.908497,0.814587,0.852941,0.701754,False,0.014706000000000033,Australian,16,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1710995,1811795,16360595,1095,False,2,2,96,4.6e-05,0.926471,0.29004,63,ReLU(),195,0.911765,0.822241,0.926471,0.850877,0.915033,0.828505,0.852941,0.701754,False,0.009803999999999998,Australian,6,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1713717,1814517,16363317,2298,False,6,6,99,0.000122,0.97076,0.121284,96,LeakyReLU(negative_slope=0.01),298,0.971596,0.936889,0.97076,0.934751,0.97206,0.937799,0.953216,0.894432,True,0.0008666666666667192,car(3),17,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1719782,1820582,16369382,2398,False,7,7,99,0.000115,0.959064,0.140466,98,LeakyReLU(negative_slope=0.01),298,0.956558,0.903476,0.959064,0.908584,0.957115,0.904584,0.953216,0.896061,False,0.001670666666666672,car(3),18,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1724872,1825672,16374472,2198,False,5,5,99,0.000121,0.967836,0.138047,99,LeakyReLU(negative_slope=0.01),298,0.967419,0.927302,0.967836,0.927771,0.967511,0.927383,0.959064,0.907675,False,0.00027800000000000047,car(3),2,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1731043,1831843,16380643,2298,False,6,6,99,0.000116,0.959064,0.130239,98,LeakyReLU(negative_slope=0.01),298,0.961571,0.914549,0.959064,0.909178,0.961014,0.913352,0.959064,0.908362,False,0.001671333333333284,car(3),5,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1739784,1840584,16389384,1898,False,2,2,99,5.7e-05,0.827485,0.395036,17,LeakyReLU(negative_slope=0.01),298,0.842105,0.617018,0.827485,0.579259,0.842105,0.617454,0.859649,0.660862,False,0.009746666666666645,car(3),0,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1744549,1845349,16394149,1998,False,3,3,99,0.000121,0.95614,0.140517,99,LeakyReLU(negative_slope=0.01),298,0.968254,0.929147,0.95614,0.904008,0.967511,0.927723,0.953216,0.896096,False,0.008075999999999972,car(3),13,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1752625,1853425,16402225,2298,False,6,6,99,8.1e-05,0.903509,0.240911,49,LeakyReLU(negative_slope=0.01),298,0.934002,0.850782,0.903509,0.780998,0.926576,0.833696,0.935673,0.854859,False,0.02032866666666666,car(3),14,exp0090_politica_1_oracle_1m1l,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
