,index,Unnamed: 0,model_id,selected,fold,repetition,num_neurons,weight_regularization,monitored_metric,loss,epoch,activation_name,architecture_id,train_overall_acc,train_matthews_corrcoef,validation_overall_acc,validation_matthews_corrcoef,holdout_overall_acc,holdout_matthews_corrcoef,test_overall_acc,test_matthews_corrcoef,dominant_solution,mean_diffs,dataset,run,experiment,validation_loss,holdout_loss,rank,policy
2480199,2580999,17129799,2903,False,5,5,4,4.7e-05,0.777027,0.605845,20,SELU(),303,0.749035,0.25249,0.777027,0.284278,0.774775,0.28352,0.851351,0.534053,False,0.02119199999999999,blood-transfusion-service-center,12,exp0090_politica_1_oracle_1m1l,,,0.6059143884282797,oracle
2482927,2583727,17132527,3519,False,3,3,20,6.4e-05,0.804054,0.465497,97,GELU(approximate=False),419,0.793436,0.289011,0.804054,0.34124,0.794294,0.295462,0.837838,0.492917,False,0.03481933333333331,blood-transfusion-service-center,3,exp0090_politica_1_oracle_1m1l,,,0.8260557633233391,oracle
2491970,2592770,17141570,4106,False,1,1,7,4.6e-05,0.790541,0.662749,12,Sigmoid(),506,0.694981,0.310023,0.790541,0.33031,0.780781,0.294883,0.851351,0.534053,False,0.02361799999999999,blood-transfusion-service-center,15,exp0090_politica_1_oracle_1m1l,,,0.5792833916102423,oracle
2496391,2597191,17145991,5509,False,7,7,10,4.6e-05,0.777027,0.596747,3,Tanh(),609,0.764479,0.236045,0.777027,0.24238,0.779279,0.255104,0.851351,0.534053,False,0.012705999999999995,blood-transfusion-service-center,1,exp0090_politica_1_oracle_1m1l,,,0.5270004396164404,oracle
2500632,2601432,17150232,2965,False,5,5,66,4.2e-05,0.790541,0.529432,3,SELU(),365,0.779923,0.293199,0.790541,0.307011,0.783784,0.273989,0.851351,0.543919,False,0.022014666666666665,blood-transfusion-service-center,16,exp0090_politica_1_oracle_1m1l,,,0.4015500678445583,oracle
2508619,2609419,17158219,2714,False,3,3,15,4.8e-05,0.810811,0.549336,12,SELU(),314,0.758687,0.236486,0.810811,0.403924,0.774775,0.28352,0.864865,0.583075,False,0.11162533333333334,blood-transfusion-service-center,6,exp0090_politica_1_oracle_1m1l,,,0.5515574745450106,oracle
2509993,2610793,17159593,200,False,2,2,1,0.000205,0.833333,0.562003,3,Identity(),0,0.833333,0.663403,0.833333,0.625,0.87037,0.725241,1.0,1.0,False,0.06682733333333335,lsvt,17,exp0090_politica_1_oracle_1m1l,,,0.5535454604326362,oracle
2516413,2617213,17166013,45,False,0,0,46,3.5e-05,0.833333,0.535179,1,Identity(),45,0.785714,0.50985,0.833333,0.625,0.777778,0.507278,0.916667,0.83666,False,0.07848133333333333,lsvt,18,exp0090_politica_1_oracle_1m1l,,,0.383900982251515,oracle
2522852,2623652,17172452,1706,False,1,1,7,6.8e-05,0.875,0.424964,56,LeakyReLU(negative_slope=0.01),206,0.821429,0.644346,0.875,0.768706,0.833333,0.671984,0.916667,0.83666,False,0.08290666666666668,lsvt,2,exp0090_politica_1_oracle_1m1l,,,0.7013452933151597,oracle
2525745,2626545,17175345,5103,False,3,3,4,6.3e-05,0.875,0.490887,23,Tanh(),603,0.869048,0.715237,0.875,0.713024,0.87037,0.712931,0.916667,0.83666,False,0.0015373333333333534,lsvt,5,exp0090_politica_1_oracle_1m1l,,,0.5991310657631768,oracle
2531321,2632121,17180921,3209,False,0,0,10,4.3e-05,0.833333,0.63311,1,GELU(approximate=False),409,0.833333,0.632456,0.833333,0.625,0.842593,0.661077,0.916667,0.83666,False,0.02405133333333335,lsvt,0,exp0090_politica_1_oracle_1m1l,,,0.5228844267739771,oracle
2538601,2639401,17188201,1508,False,7,7,9,4.1e-05,0.875,0.605356,2,ReLU(),108,0.821429,0.601982,0.875,0.730297,0.842593,0.654289,1.0,1.0,False,0.0855433333333333,lsvt,13,exp0090_politica_1_oracle_1m1l,,,0.5198839680189953,oracle
2544122,2644922,17193722,3202,False,0,0,3,6.9e-05,0.791667,0.557352,14,GELU(approximate=False),402,0.821429,0.620505,0.791667,0.591312,0.814815,0.612952,0.916667,0.83666,False,0.019462000000000017,lsvt,14,exp0090_politica_1_oracle_1m1l,,,0.5527782135938063,oracle
2552605,2653405,17202205,1554,False,7,7,55,3.5e-05,0.916667,0.456824,10,ReLU(),154,0.809524,0.612372,0.916667,0.83666,0.851852,0.692902,0.916667,0.83666,False,0.1495253333333333,lsvt,11,exp0090_politica_1_oracle_1m1l,,,0.4407347455959945,oracle
2559161,2659961,17208761,3390,False,1,1,91,3.4e-05,0.833333,0.603706,0,GELU(approximate=False),490,0.607143,0.108148,0.833333,0.657376,0.759259,0.474535,0.916667,0.83666,False,0.36615200000000003,lsvt,4,exp0090_politica_1_oracle_1m1l,,,0.2542211781940094,oracle
2564729,2665529,17214329,3908,False,7,7,9,4.1e-05,0.958333,0.603659,4,GELU(approximate=False),408,0.75,0.442634,0.958333,0.907485,0.796296,0.541667,1.0,1.0,False,0.30990066666666666,lsvt,8,exp0090_politica_1_oracle_1m1l,,,0.5002772844061436,oracle
2566985,2667785,17216585,3902,False,7,7,3,0.000117,0.958333,0.316113,78,GELU(approximate=False),402,0.916667,0.810106,0.958333,0.912871,0.925926,0.831729,0.916667,0.816497,False,0.06851,lsvt,10,exp0090_politica_1_oracle_1m1l,,,0.8473798081192246,oracle
2575981,2676781,17225581,1799,False,1,1,100,3.4e-05,0.916667,0.598282,0,LeakyReLU(negative_slope=0.01),299,0.619048,0.127462,0.916667,0.816497,0.824074,0.589874,1.0,1.0,False,0.4593566666666667,lsvt,7,exp0090_politica_1_oracle_1m1l,,,0.29976930295649773,oracle
2577768,2678568,17227368,1513,False,7,7,14,3.9e-05,0.875,0.554638,4,ReLU(),113,0.833333,0.619103,0.875,0.768706,0.851852,0.666667,1.0,1.0,False,0.09973533333333336,lsvt,12,exp0090_politica_1_oracle_1m1l,,,0.5198797011686684,oracle
2586897,2687697,17236497,1520,False,7,7,21,3.8e-05,0.875,0.516324,8,ReLU(),120,0.72619,0.488379,0.875,0.730297,0.768519,0.550823,0.916667,0.83666,False,0.16127866666666665,lsvt,3,exp0090_politica_1_oracle_1m1l,,,0.48267775374430555,oracle
2588444,2689244,17238044,3203,False,0,0,4,7.1e-05,0.875,0.497003,47,GELU(approximate=False),403,0.892857,0.767572,0.875,0.730297,0.898148,0.776968,1.0,1.0,False,0.031114000000000013,lsvt,15,exp0090_politica_1_oracle_1m1l,,,0.7028082622331365,oracle
2596244,2697044,17245844,1105,False,3,3,6,4.4e-05,0.833333,0.566214,12,ReLU(),105,0.761905,0.57307,0.833333,0.657376,0.777778,0.589256,0.916667,0.83666,False,0.056204,lsvt,1,exp0090_politica_1_oracle_1m1l,,,0.5364325886845228,oracle
2600470,2701270,17250070,2035,False,4,4,36,3.6e-05,0.791667,0.500482,9,LeakyReLU(negative_slope=0.01),235,0.833333,0.67651,0.791667,0.547723,0.833333,0.662034,0.916667,0.83666,False,0.08585799999999999,lsvt,16,exp0090_politica_1_oracle_1m1l,,,0.47764317787521077,oracle
2609538,2710338,17259138,4891,False,0,0,92,3.4e-05,0.833333,0.558316,0,Tanh(),691,0.595238,0.202031,0.833333,0.707107,0.75,0.536969,0.916667,0.83666,False,0.33671733333333337,lsvt,6,exp0090_politica_1_oracle_1m1l,,,0.2745211584779821,oracle
2621020,2912220,17461020,2500,False,1,1,1,0.000341,0.955357,0.145053,92,SELU(),300,0.954082,0.902866,0.955357,0.906765,0.954365,0.903697,0.964286,0.925125,False,0.002599333333333398,wdbc,17,exp0090_politica_1_oracle_1m1l,,,0.9370857058706278,oracle
2626636,2917836,17466636,4600,False,6,6,1,0.000456,0.973214,0.463028,88,Sigmoid(),500,0.97449,0.945896,0.973214,0.942756,0.974206,0.945144,0.964286,0.925125,False,0.0020933333333332804,wdbc,18,exp0090_politica_1_oracle_1m1l,,,0.9325199915617233,oracle
2632503,2923703,17472503,1200,False,4,4,1,0.000389,0.955357,0.224052,98,ReLU(),100,0.956633,0.90938,0.955357,0.906765,0.956349,0.908799,0.964286,0.925125,False,0.0017433333333332819,wdbc,2,exp0090_politica_1_oracle_1m1l,,,0.9544800275269939,oracle
2637600,2928800,17477600,900,False,1,1,1,0.000343,0.964286,0.340407,81,ReLU(),100,0.964286,0.923683,0.964286,0.92376,0.964286,0.923698,0.964286,0.925125,False,5.133333333332916e-05,wdbc,5,exp0090_politica_1_oracle_1m1l,,,0.8921169347655408,oracle
2643523,2934723,17483523,3100,False,7,7,1,0.000239,0.982143,0.135293,95,SELU(),300,0.979592,0.956454,0.982143,0.961905,0.980159,0.95763,0.964286,0.925125,False,0.0036339999999999892,wdbc,0,exp0090_politica_1_oracle_1m1l,,,0.9710797997287941,oracle
2648800,2940000,17488800,2200,False,6,6,1,0.00037,0.946429,0.225593,84,LeakyReLU(negative_slope=0.01),200,0.946429,0.888523,0.946429,0.888523,0.946429,0.888523,0.964286,0.925125,False,0.0,wdbc,13,exp0090_politica_1_oracle_1m1l,,,0.8975308054179789,oracle
2654920,2946120,17494920,2800,False,4,4,1,0.000282,0.982143,0.155356,98,SELU(),300,0.984694,0.9674,0.982143,0.96225,0.984127,0.966237,0.964286,0.925125,True,0.003433333333333325,wdbc,14,exp0090_politica_1_oracle_1m1l,,,0.9863942682960908,oracle
2660477,2951677,17500477,3700,False,5,5,1,0.000339,0.964286,0.21124,84,GELU(approximate=False),400,0.966837,0.929896,0.964286,0.925125,0.96627,0.928817,0.964286,0.925125,False,0.0031806666666666463,wdbc,11,exp0090_politica_1_oracle_1m1l,,,0.9084256320100457,oracle
2670401,2961601,17510401,132,False,1,1,33,6.4e-05,0.964286,0.174689,89,Identity(),32,0.989796,0.978231,0.964286,0.92381,0.984127,0.966138,0.982143,0.96225,False,0.03628066666666663,wdbc,4,exp0090_politica_1_oracle_1m1l,,,0.8146295088000134,oracle
2671956,2963156,17511956,5200,False,4,4,1,0.000295,0.982143,0.245465,95,Tanh(),600,0.979592,0.956623,0.982143,0.96225,0.980159,0.957869,0.964286,0.925125,True,0.0037513333333333656,wdbc,8,exp0090_politica_1_oracle_1m1l,,,0.9711624968189856,oracle
2677258,2968458,17517258,1600,False,0,0,1,0.000289,0.973214,0.279032,82,LeakyReLU(negative_slope=0.01),200,0.97449,0.945486,0.973214,0.945163,0.974206,0.94504,0.964286,0.925125,False,0.00029733333333337164,wdbc,10,exp0090_politica_1_oracle_1m1l,,,0.9011341910243816,oracle
2682400,2973600,17522400,2100,False,5,5,1,0.000461,0.982143,0.234649,82,LeakyReLU(negative_slope=0.01),200,0.982143,0.961878,0.982143,0.961905,0.982143,0.961861,0.964286,0.925125,True,2.933333333336267e-05,wdbc,7,exp0090_politica_1_oracle_1m1l,,,0.9033663135483082,oracle
2688049,2979249,17528049,3000,False,6,6,1,0.000425,0.973214,0.13097,99,SELU(),300,0.971939,0.940256,0.973214,0.942756,0.972222,0.940784,0.964286,0.925125,False,0.0016666666666667052,wdbc,12,exp0090_politica_1_oracle_1m1l,,,0.9730920363623851,oracle
2693909,2985109,17533909,5300,False,5,5,1,0.000322,0.982143,0.312983,89,Tanh(),600,0.979592,0.956623,0.982143,0.96225,0.980159,0.957869,0.964286,0.925125,True,0.0037513333333333656,wdbc,3,exp0090_politica_1_oracle_1m1l,,,0.9402715121144654,oracle
2699201,2990401,17539201,4400,False,4,4,1,0.000441,0.964286,0.505083,98,Sigmoid(),500,0.964286,0.924585,0.964286,0.925125,0.964286,0.924694,0.964286,0.925125,False,0.00035999999999998994,wdbc,15,exp0090_politica_1_oracle_1m1l,,,0.9633808134705584,oracle
2705260,2996460,17545260,3200,False,0,0,1,0.000407,0.955357,0.274421,80,GELU(approximate=False),400,0.956633,0.908716,0.955357,0.906765,0.956349,0.908268,0.964286,0.925125,False,0.0013006666666666167,wdbc,1,exp0090_politica_1_oracle_1m1l,,,0.8837475644997979,oracle
2711092,3002292,17551092,5400,False,6,6,1,0.000326,0.973214,0.343544,84,Tanh(),600,0.977041,0.951253,0.973214,0.943616,0.97619,0.949532,0.964286,0.925125,False,0.005091333333333337,wdbc,16,exp0090_politica_1_oracle_1m1l,,,0.912328924088099,oracle
2716658,3007858,17556658,100,False,1,1,1,0.000324,0.973214,0.142073,79,Identity(),0,0.969388,0.934663,0.973214,0.943616,0.970238,0.93659,0.964286,0.925125,False,0.0059686666666666595,wdbc,6,exp0090_politica_1_oracle_1m1l,,,0.8842633065334574,oracle
2725925,3017125,17565925,3382,False,1,1,83,0.000203,0.910156,0.233755,86,GELU(approximate=False),482,0.925223,0.907703,0.910156,0.889089,0.922743,0.904706,0.917188,0.897891,False,0.012409333333333347,satimage,17,exp0090_politica_1_oracle_1m1l,,,0.6093421171696869,oracle
2732750,3023950,17572750,3989,False,7,7,90,0.000212,0.895312,0.270295,97,GELU(approximate=False),489,0.933482,0.917896,0.895312,0.87065,0.924653,0.907001,0.915625,0.896088,False,0.03149733333333334,satimage,18,exp0090_politica_1_oracle_1m1l,,,0.6070262257288149,oracle
2735834,3027034,17575834,889,False,0,0,90,0.00019,0.910937,0.21798,88,ReLU(),189,0.926562,0.909304,0.910937,0.890133,0.923785,0.906101,0.915625,0.896107,False,0.012780666666666699,satimage,2,exp0090_politica_1_oracle_1m1l,,,0.5919326894709229,oracle
2743980,3035180,17583980,1999,False,3,3,100,0.000185,0.910156,0.239969,98,LeakyReLU(negative_slope=0.01),299,0.934598,0.919319,0.910156,0.889101,0.929688,0.913255,0.910937,0.890326,False,0.02014533333333331,satimage,5,exp0090_politica_1_oracle_1m1l,,,0.5835442905871827,oracle
2748687,3039887,17588687,1296,False,4,4,97,0.000183,0.9125,0.248655,89,ReLU(),196,0.929018,0.912348,0.9125,0.89204,0.926042,0.908757,0.91875,0.899835,False,0.013538666666666662,satimage,0,exp0090_politica_1_oracle_1m1l,,,0.577155055737169,oracle
2754186,3045386,17594186,2089,False,4,4,90,0.000187,0.916406,0.219072,92,LeakyReLU(negative_slope=0.01),289,0.928571,0.911834,0.916406,0.896854,0.928993,0.912282,0.915625,0.895931,False,0.010285333333333332,satimage,13,exp0090_politica_1_oracle_1m1l,,,0.6003969463509544,oracle
2756432,3047632,17596432,3890,False,6,6,91,0.000208,0.922656,0.216108,99,GELU(approximate=False),490,0.925893,0.908504,0.922656,0.904571,0.924653,0.907133,0.914062,0.894176,False,0.0026219999999999763,satimage,14,exp0090_politica_1_oracle_1m1l,,,0.6069463988772346,oracle
2764378,3055578,17604378,3785,False,5,5,86,0.000211,0.914844,0.232046,97,GELU(approximate=False),485,0.927679,0.91071,0.914844,0.895055,0.923785,0.905995,0.91875,0.899847,False,0.01043666666666665,satimage,11,exp0090_politica_1_oracle_1m1l,,,0.6183416246207804,oracle
2770212,3061412,17610212,1484,False,6,6,85,0.000205,0.919531,0.226055,97,ReLU(),184,0.929464,0.912971,0.919531,0.900778,0.927431,0.910443,0.917188,0.897865,False,0.008128666666666673,satimage,4,exp0090_politica_1_oracle_1m1l,,,0.6224921544305844,oracle
2777428,3068628,17617428,1592,False,7,7,93,0.000184,0.902344,0.241926,84,ReLU(),192,0.933036,0.917345,0.902344,0.879631,0.927604,0.910748,0.915625,0.89597,False,0.02514266666666661,satimage,8,exp0090_politica_1_oracle_1m1l,,,0.5786850544028725,oracle
2781035,3072235,17621035,1173,False,3,3,74,0.000208,0.914844,0.233662,91,ReLU(),173,0.925,0.907415,0.914844,0.894806,0.924653,0.906998,0.914062,0.894036,False,0.008405999999999988,satimage,10,exp0090_politica_1_oracle_1m1l,,,0.6475164739551864,oracle
2788729,3079929,17628729,2092,False,4,4,93,0.000195,0.903906,0.238619,91,LeakyReLU(negative_slope=0.01),292,0.934598,0.919304,0.903906,0.881413,0.928472,0.911667,0.915625,0.895775,False,0.02526066666666667,satimage,7,exp0090_politica_1_oracle_1m1l,,,0.5914799863201287,oracle
2789158,3080358,17629158,3992,False,7,7,93,0.000188,0.921094,0.213201,93,GELU(approximate=False),492,0.921875,0.903582,0.921094,0.902651,0.922569,0.904385,0.91875,0.899791,False,0.0011560000000000088,satimage,12,exp0090_politica_1_oracle_1m1l,,,0.5917444532197703,oracle
2798388,3089588,17638388,3586,False,3,3,87,0.000207,0.904688,0.246647,95,GELU(approximate=False),486,0.928125,0.911273,0.904688,0.882316,0.92309,0.905033,0.9125,0.892029,False,0.019304666666666675,satimage,3,exp0090_politica_1_oracle_1m1l,,,0.6126594431155331,oracle
2803877,3095077,17643877,1091,False,2,2,92,0.000191,0.920313,0.218582,95,ReLU(),191,0.933036,0.917407,0.920313,0.901603,0.928125,0.911258,0.917188,0.897944,False,0.010535999999999953,satimage,15,exp0090_politica_1_oracle_1m1l,,,0.5995675155342896,oracle
2809429,3100629,17649429,2098,False,4,4,99,0.000182,0.921094,0.218121,94,LeakyReLU(negative_slope=0.01),298,0.934598,0.919294,0.921094,0.902487,0.930382,0.914009,0.914062,0.893874,False,0.011204666666666604,satimage,1,exp0090_politica_1_oracle_1m1l,,,0.5796839074682126,oracle
2815836,3107036,17655836,3875,False,6,6,76,0.000218,0.905469,0.244775,98,GELU(approximate=False),475,0.925893,0.908533,0.905469,0.883311,0.92066,0.90209,0.91875,0.899758,False,0.016814666666666717,satimage,16,exp0090_politica_1_oracle_1m1l,,,0.6495163725318269,oracle
2820627,3111827,17660627,1683,False,0,0,84,0.000206,0.921094,0.216931,97,LeakyReLU(negative_slope=0.01),283,0.928348,0.911606,0.921094,0.90267,0.92934,0.912869,0.917188,0.897972,False,0.006799333333333379,satimage,6,exp0090_politica_1_oracle_1m1l,,,0.625563891829851,oracle
3027070,3508670,27370270,3894,False,6,6,95,0.000184,0.888889,0.422884,99,GELU(),494,0.920635,0.912966,0.888889,0.878419,0.91358,0.905198,0.888889,0.879953,False,0.023031333333333404,vowel(2),17,exp0090_politica_1_oracle_1m1l,,,0.596152738581775,oracle
3033238,3514838,27376438,3897,False,6,6,98,0.000181,0.90404,0.435874,98,GELU(),497,0.936508,0.930348,0.90404,0.894746,0.931538,0.924895,0.919192,0.912752,False,0.02373466666666661,vowel(2),18,exp0090_politica_1_oracle_1m1l,,,0.588497545672715,oracle
3037999,3519599,27381199,3699,False,4,4,100,0.000174,0.89899,0.427683,98,GELU(),499,0.92785,0.920759,0.89899,0.890189,0.925926,0.918795,0.89899,0.89059,False,0.020379999999999992,vowel(2),2,exp0090_politica_1_oracle_1m1l,,,0.5835662403221471,oracle
3045597,3527197,27388797,999,False,1,1,100,0.000167,0.888889,0.458046,99,ReLU(),199,0.930736,0.923932,0.888889,0.878419,0.923681,0.916129,0.919192,0.91193,False,0.030342000000000018,vowel(2),5,exp0090_politica_1_oracle_1m1l,,,0.5835734002221589,oracle
3050256,3531856,27393456,1599,False,7,7,100,0.000164,0.893939,0.464455,98,ReLU(),199,0.924964,0.917727,0.893939,0.88373,0.921437,0.91374,0.929293,0.923467,False,0.022664666666666628,vowel(2),0,exp0090_politica_1_oracle_1m1l,,,0.5820785384396469,oracle
3053171,3534771,27396371,3682,False,4,4,83,0.000185,0.924242,0.450587,94,GELU(),482,0.914863,0.906655,0.924242,0.917078,0.921437,0.913727,0.919192,0.912957,False,0.00694866666666664,vowel(2),13,exp0090_politica_1_oracle_1m1l,,,0.6226392334186259,oracle
3062693,3544293,27405893,996,False,1,1,97,0.000167,0.858586,0.524768,97,ReLU(),196,0.935065,0.928737,0.858586,0.845109,0.920314,0.912547,0.888889,0.879061,False,0.055752000000000024,vowel(2),14,exp0090_politica_1_oracle_1m1l,,,0.5882991005907136,oracle
3067037,3548637,27410237,3595,False,3,3,96,0.000185,0.89899,0.416386,99,GELU(),495,0.937951,0.931887,0.89899,0.889188,0.93266,0.926003,0.909091,0.901824,True,0.02846600000000003,vowel(2),11,exp0090_politica_1_oracle_1m1l,,,0.5945713743659314,oracle
3071056,3552656,27414256,3493,False,2,2,94,0.000178,0.893939,0.433853,96,GELU(),493,0.919192,0.911391,0.893939,0.884202,0.915825,0.907748,0.909091,0.901722,False,0.018125999999999937,vowel(2),4,exp0090_politica_1_oracle_1m1l,,,0.5941374672609909,oracle
3079296,3560896,27422496,2299,False,6,6,100,0.000168,0.868687,0.475796,98,LeakyReLU(negative_slope=0.01),299,0.937951,0.932015,0.868687,0.856855,0.927048,0.920062,0.909091,0.901417,False,0.05010666666666667,vowel(2),8,exp0090_politica_1_oracle_1m1l,,,0.5837423776221831,oracle
3081393,3562993,27424593,2291,False,6,6,92,0.000173,0.914141,0.449968,97,LeakyReLU(negative_slope=0.01),291,0.923521,0.916064,0.914141,0.905886,0.924804,0.917367,0.939394,0.933858,False,0.00765400000000005,vowel(2),10,exp0090_politica_1_oracle_1m1l,,,0.6014491405627505,oracle
3089627,3571227,27432827,996,False,1,1,97,0.000174,0.888889,0.461921,99,ReLU(),196,0.933622,0.92715,0.888889,0.878468,0.924804,0.917509,0.919192,0.912854,False,0.032454666666666666,vowel(2),7,exp0090_politica_1_oracle_1m1l,,,0.5909938505563632,oracle
3095184,3576784,27438384,3680,False,4,4,81,0.000195,0.873737,0.500034,98,GELU(),480,0.914863,0.906609,0.873737,0.861667,0.909091,0.900213,0.909091,0.901722,False,0.029961333333333357,vowel(2),12,exp0090_politica_1_oracle_1m1l,,,0.633490520995798,oracle
3098180,3579780,27441380,3990,False,7,7,91,0.000177,0.89899,0.456708,95,GELU(),490,0.911977,0.903437,0.89899,0.889713,0.910213,0.901533,0.909091,0.901722,False,0.009149333333333379,vowel(2),3,exp0090_politica_1_oracle_1m1l,,,0.6002561681840879,oracle
3105338,3586938,27448538,3879,False,6,6,80,0.000192,0.89899,0.483946,96,GELU(),479,0.926407,0.919254,0.89899,0.890113,0.921437,0.913911,0.909091,0.902129,True,0.019427333333333314,vowel(2),15,exp0090_politica_1_oracle_1m1l,,,0.6359706212479598,oracle
3111388,3592988,27454588,3993,False,7,7,94,0.000181,0.90404,0.447669,97,GELU(),493,0.936508,0.930342,0.90404,0.895223,0.931538,0.924952,0.919192,0.912033,False,0.023412666666666675,vowel(2),1,exp0090_politica_1_oracle_1m1l,,,0.5978125904424766,oracle
3117339,3598939,27460539,1472,False,6,6,73,0.000192,0.868687,0.511021,98,ReLU(),172,0.907648,0.898662,0.868687,0.855844,0.897868,0.88786,0.909091,0.901113,False,0.028545333333333273,vowel(2),16,exp0090_politica_1_oracle_1m1l,,,0.6582700658897792,oracle
3124253,3605853,27467453,3496,False,2,2,97,0.000175,0.868687,0.463631,96,GELU(),496,0.930736,0.924076,0.868687,0.856517,0.91807,0.910202,0.909091,0.901215,False,0.045039333333333355,vowel(2),6,exp0090_politica_1_oracle_1m1l,,,0.5849641820316203,oracle
3124801,3606401,27468001,100,False,1,1,1,0.001456,1.0,0.005597,54,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,17,exp0090_politica_1_oracle_1m1l,,,0.7631922737138688,oracle
3130400,3612000,27473600,0,False,0,0,1,0.00147,1.0,0.006765,51,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,18,exp0090_politica_1_oracle_1m1l,,,0.74332538252512,oracle
3136000,3617600,27479200,0,False,0,0,1,0.001992,1.0,0.005837,68,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,2,exp0090_politica_1_oracle_1m1l,,,0.819019304969122,oracle
3141600,3623200,27484800,400,False,4,4,1,0.001628,1.0,0.00842,56,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,5,exp0090_politica_1_oracle_1m1l,,,0.7721768900922138,oracle
3147200,3628800,27490400,100,False,1,1,1,0.001381,1.0,0.009122,48,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,0,exp0090_politica_1_oracle_1m1l,,,0.7371512973830169,oracle
3152800,3634400,27496000,0,False,0,0,1,0.001478,1.0,0.008007,51,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,13,exp0090_politica_1_oracle_1m1l,,,0.7542700064472379,oracle
3158400,3640000,27501600,400,False,4,4,1,0.002022,1.0,0.005153,68,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,14,exp0090_politica_1_oracle_1m1l,,,0.829382684883135,oracle
3164004,3645604,27507204,4600,False,6,6,1,0.004897,1.0,0.034848,80,Sigmoid(),500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,11,exp0090_politica_1_oracle_1m1l,,,0.8925361707175267,oracle
3169600,3651200,27512800,0,False,0,0,1,0.001397,1.0,0.006112,51,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,4,exp0090_politica_1_oracle_1m1l,,,0.74332538252512,oracle
3175200,3656800,27518400,300,False,3,3,1,0.001483,1.0,0.010746,44,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,8,exp0090_politica_1_oracle_1m1l,,,0.7205572924682706,oracle
3180802,3662402,27524002,800,False,0,0,1,0.001526,1.0,0.039597,59,ReLU(),100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,10,exp0090_politica_1_oracle_1m1l,,,0.7799769736096972,oracle
3186401,3668001,27529601,900,False,1,1,1,0.002382,1.0,0.023528,61,ReLU(),100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,7,exp0090_politica_1_oracle_1m1l,,,0.8003987048307238,oracle
3192000,3673600,27535200,100,False,1,1,1,0.001617,1.0,0.006268,51,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,12,exp0090_politica_1_oracle_1m1l,,,0.75,oracle
3197600,3679200,27540800,700,False,7,7,1,0.001458,1.0,0.008735,45,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,3,exp0090_politica_1_oracle_1m1l,,,0.7269420472354398,oracle
3203200,3684800,27546400,0,False,0,0,1,0.001541,1.0,0.006426,52,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,15,exp0090_politica_1_oracle_1m1l,,,0.7543593539607113,oracle
3208800,3690400,27552000,500,False,5,5,1,0.001217,1.0,0.00968,47,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,1,exp0090_politica_1_oracle_1m1l,,,0.7351951824282262,oracle
3214401,3696001,27557601,100,False,1,1,1,0.00171,1.0,0.006626,55,Identity(),0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,16,exp0090_politica_1_oracle_1m1l,,,0.7569158800518051,oracle
3220001,3701601,27563201,1000,False,2,2,1,0.001574,1.0,0.028222,42,ReLU(),100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,musk,6,exp0090_politica_1_oracle_1m1l,,,0.7141345997564221,oracle
