,index,Unnamed: 0,model_id,selected,fold,repetition,num_neurons,weight_regularization,monitored_metric,loss,epoch,activation_name,architecture_id,train_overall_acc,train_matthews_corrcoef,validation_overall_acc,validation_matthews_corrcoef,holdout_overall_acc,holdout_matthews_corrcoef,test_overall_acc,test_matthews_corrcoef,dominant_solution,mean_diffs,dataset,run,experiment,validation_loss,holdout_loss,group,policy,mcdm_tuples
253364,253364,12584564,5409,False,6,6,10,6.5e-05,0.855072,0.426346,55,Tanh(),609,0.89234,0.78185,0.855072,0.715381,0.884058,0.766155,0.84058,0.683286,False,0.024845333333333313,Australian,8,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
261600,261600,12592800,4809,False,0,0,10,6.8e-05,0.862319,0.394995,48,Tanh(),609,0.890269,0.777831,0.862319,0.718958,0.884058,0.764853,0.84058,0.677614,False,0.018633333333333352,Australian,10,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
263555,263555,12594755,5209,False,4,4,10,6.4e-05,0.862319,0.380305,42,Tanh(),609,0.873706,0.744867,0.862319,0.721658,0.869565,0.735969,0.869565,0.737513,False,0.007591333333333357,Australian,7,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
270946,270946,12602146,4909,False,1,1,10,7.9e-05,0.905797,0.305369,77,Tanh(),609,0.884058,0.767201,0.905797,0.812327,0.888889,0.777136,0.811594,0.618402,False,0.014492666666666635,Australian,12,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
274785,274785,12605985,5409,False,6,6,10,5.7e-05,0.869565,0.380496,32,Tanh(),609,0.875776,0.751241,0.869565,0.741564,0.874396,0.749054,0.884058,0.773659,False,0.004140666666666644,Australian,3,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
280210,280210,12611410,5009,False,2,2,10,7.8e-05,0.884058,0.367479,67,Tanh(),609,0.886128,0.770976,0.884058,0.764956,0.885668,0.76956,0.84058,0.683286,False,0.0013800000000000108,Australian,15,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
288717,288717,12619917,5509,False,7,7,10,5.4e-05,0.905797,0.415671,29,Tanh(),609,0.867495,0.731169,0.905797,0.809439,0.876006,0.748471,0.898551,0.799841,False,0.025534666666666633,Australian,1,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
294941,294941,12626141,4809,False,0,0,10,6.2e-05,0.862319,0.394376,44,Tanh(),609,0.888199,0.774539,0.862319,0.720487,0.882448,0.762488,0.898551,0.794724,True,0.017253333333333343,Australian,16,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
299095,299095,12630295,5009,False,2,2,10,5.1e-05,0.869565,0.445706,24,Tanh(),609,0.884058,0.767032,0.869565,0.73679,0.880837,0.760699,0.855072,0.715381,False,0.009661999999999985,Australian,6,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
303232,303232,12634432,1199,False,3,3,100,0.000115,0.959538,0.17387,96,ReLU(),199,0.953719,0.899799,0.959538,0.913526,0.955013,0.902832,0.947674,0.884274,False,0.0038793333333333457,car(3),17,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
308500,308500,12639700,1599,False,7,7,100,0.00011,0.950725,0.164841,96,ReLU(),199,0.956235,0.90469,0.950725,0.893103,0.953727,0.899735,0.930233,0.843522,False,0.0036733333333332694,car(3),18,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
318297,318297,12649497,899,False,0,0,100,0.000114,0.936416,0.179926,94,ReLU(),199,0.958678,0.910169,0.936416,0.862649,0.955656,0.903746,0.912791,0.815115,False,0.014841333333333337,car(3),2,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
320656,320656,12651856,1099,False,2,2,100,0.000115,0.953757,0.15003,96,ReLU(),199,0.959504,0.912038,0.953757,0.899636,0.96144,0.916018,0.959302,0.912621,False,0.005121999999999997,car(3),5,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
329024,329024,12660224,999,False,1,1,100,0.000117,0.945087,0.167584,94,ReLU(),199,0.966116,0.926867,0.945087,0.880493,0.959512,0.912136,0.94186,0.872798,False,0.014019333333333309,car(3),0,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
335650,335650,12666850,999,False,1,1,100,0.000113,0.933526,0.182031,94,ReLU(),199,0.961983,0.917695,0.933526,0.855533,0.955013,0.902364,0.930233,0.847636,False,0.018971333333333378,car(3),13,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
336220,336220,12667420,1599,False,7,7,100,0.000117,0.956522,0.153548,99,ReLU(),199,0.955409,0.903681,0.956522,0.906523,0.956941,0.90718,0.959302,0.911836,False,0.0010213333333333925,car(3),14,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
346138,346138,12677338,1099,False,2,2,100,0.00011,0.942197,0.17367,96,ReLU(),199,0.960331,0.913345,0.942197,0.873212,0.957584,0.90736,0.901163,0.775667,False,0.012089333333333396,car(3),11,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
351454,351454,12682654,1199,False,3,3,100,0.000112,0.936416,0.176982,97,ReLU(),199,0.956198,0.90529,0.936416,0.863802,0.951157,0.894376,0.959302,0.910858,False,0.013187999999999978,car(3),4,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
357130,357130,12688330,1099,False,2,2,100,0.000115,0.936232,0.187576,97,ReLU(),199,0.962015,0.917191,0.936232,0.860392,0.957584,0.907613,0.94186,0.86912,False,0.017188666666666668,car(3),8,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
358400,358400,12689600,999,False,1,1,100,0.000114,0.959538,0.152697,95,ReLU(),199,0.959504,0.911697,0.959538,0.910546,0.959512,0.912225,0.936047,0.861574,False,2.266666666665233e-05,car(3),10,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
364259,364259,12695459,1599,False,7,7,100,0.000115,0.956522,0.153066,97,ReLU(),199,0.955409,0.903676,0.956522,0.904212,0.957584,0.9082,0.959302,0.910879,False,0.0014500000000000253,car(3),7,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
370065,370065,12701265,1399,False,5,5,100,0.000115,0.953757,0.155236,95,ReLU(),199,0.953719,0.899161,0.953757,0.900547,0.956941,0.906476,0.953488,0.898257,False,0.0021480000000000388,car(3),12,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
379631,379631,12710831,1599,False,7,7,100,0.000113,0.927536,0.190873,92,ReLU(),199,0.960363,0.914012,0.927536,0.843248,0.949871,0.892026,0.965116,0.922996,False,0.021884666666666625,car(3),3,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
385377,385377,12716577,1299,False,4,4,100,0.000117,0.945087,0.175086,99,ReLU(),199,0.963636,0.920694,0.945087,0.884501,0.956941,0.90673,0.906977,0.801138,False,0.012366000000000025,car(3),15,exp0090_politica_1_oracle_1m1l_nosbss,,,Global,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
