,index,Unnamed: 0,model_id,selected,fold,repetition,num_neurons,weight_regularization,monitored_metric,loss,epoch,activation_name,architecture_id,train_overall_acc,train_matthews_corrcoef,validation_overall_acc,validation_matthews_corrcoef,holdout_overall_acc,holdout_matthews_corrcoef,test_overall_acc,test_matthews_corrcoef,dominant_solution,mean_diffs,dataset,run,experiment,validation_loss,holdout_loss,group,policy,mcdm_tuples
1349386,1349386,13680586,1097,False,2,2,98,0.000197,0.908243,0.258721,98,ReLU(),197,0.93357,0.918039,0.908243,0.886969,0.927424,0.910553,0.934681,0.919667,False,0.01688466666666666,satimage,14,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1355167,1355167,13686367,888,False,0,0,89,0.000205,0.902022,0.241046,98,ReLU(),188,0.934015,0.918589,0.902022,0.878874,0.929497,0.912948,0.916019,0.896924,True,0.0213286666666667,satimage,11,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1360795,1360795,13691995,2398,False,7,7,99,0.000194,0.901244,0.266977,96,LeakyReLU(negative_slope=0.01),298,0.937569,0.923004,0.901244,0.878072,0.930188,0.913866,0.911353,0.890847,False,0.024216666666666626,satimage,4,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1366392,1366392,13697592,1390,False,5,5,91,0.0002,0.891913,0.287131,97,ReLU(),190,0.936236,0.921339,0.891913,0.866431,0.927424,0.910393,0.909798,0.888737,False,0.029548666666666668,satimage,8,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1371986,1371986,13703186,1499,False,6,6,100,0.000189,0.895023,0.261277,98,ReLU(),199,0.936014,0.921084,0.895023,0.870487,0.92656,0.909456,0.902022,0.879127,False,0.027327333333333332,satimage,10,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1377007,1377007,13708207,1699,False,0,0,100,0.00019,0.909798,0.252363,98,LeakyReLU(negative_slope=0.01),299,0.934459,0.91917,0.909798,0.888752,0.927769,0.910843,0.906687,0.884961,False,0.016440666666666697,satimage,7,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1382914,1382914,13714114,2092,False,4,4,93,0.000191,0.90902,0.245233,93,LeakyReLU(negative_slope=0.01),292,0.937125,0.922372,0.90902,0.88767,0.929324,0.912813,0.883359,0.856084,False,0.018736666666666624,satimage,12,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1388798,1388798,13719998,991,False,1,1,92,0.000207,0.892691,0.273192,99,ReLU(),191,0.937125,0.92242,0.892691,0.867802,0.928115,0.911479,0.908243,0.886936,False,0.029622666666666648,satimage,3,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1394393,1394393,13725593,2092,False,4,4,93,0.000211,0.904355,0.273452,98,LeakyReLU(negative_slope=0.01),292,0.936236,0.921344,0.904355,0.882155,0.929152,0.912635,0.909798,0.889074,False,0.021253999999999957,satimage,15,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1399899,1399899,13731099,1197,False,3,3,98,0.000193,0.911353,0.233906,96,ReLU(),197,0.93557,0.920511,0.911353,0.890759,0.929843,0.913471,0.900467,0.877724,False,0.016144666666666696,satimage,1,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1405556,1405556,13736756,1091,False,2,2,92,0.000211,0.902022,0.262597,99,ReLU(),191,0.938902,0.924608,0.902022,0.879179,0.932435,0.916675,0.897356,0.873459,True,0.024586666666666684,satimage,16,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
1411195,1411195,13742395,1097,False,2,2,98,0.000197,0.902022,0.246813,97,ReLU(),197,0.939569,0.925485,0.902022,0.879072,0.931398,0.915368,0.892691,0.867439,False,0.025031333333333333,satimage,6,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2826355,3190355,27051955,896,False,0,0,97,0.000144,0.752525,0.915268,99,ReLU(),196,0.796537,0.776997,0.752525,0.728986,0.785634,0.764886,0.626263,0.590615,True,0.02934133333333337,vowel(2),17,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2831373,3195373,27056973,3787,False,5,5,88,0.000152,0.737374,0.926638,97,GELU(),487,0.776335,0.755248,0.737374,0.712472,0.771044,0.749451,0.787879,0.769261,True,0.025974000000000014,vowel(2),18,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2834961,3198961,27060561,3797,False,5,5,98,0.000141,0.767677,0.872958,96,GELU(),497,0.786436,0.766013,0.767677,0.745135,0.786756,0.766302,0.707071,0.681227,True,0.012719333333333305,vowel(2),2,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2844630,3208630,27070230,3590,False,3,3,91,0.000146,0.686869,0.926448,95,GELU(),490,0.786436,0.765727,0.686869,0.656514,0.768799,0.746204,0.707071,0.678693,False,0.06637800000000005,vowel(2),5,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2849590,3213590,27075190,3999,False,7,7,100,0.000139,0.722222,0.934288,95,GELU(),499,0.786436,0.76605,0.722222,0.696205,0.776655,0.755133,0.767677,0.745701,True,0.04280933333333333,vowel(2),0,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2854611,3218611,27080211,3596,False,3,3,97,0.000143,0.757576,0.884824,97,GELU(),496,0.813853,0.796242,0.757576,0.735649,0.805836,0.78749,0.626263,0.594317,True,0.03751800000000002,vowel(2),13,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2860609,3224609,27086209,3296,False,0,0,97,0.000143,0.747475,0.872759,97,GELU(),496,0.802309,0.783594,0.747475,0.725569,0.790123,0.770472,0.666667,0.63634,True,0.03655600000000003,vowel(2),14,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2867098,3231098,27092698,3799,False,5,5,100,0.000142,0.742424,0.857985,96,GELU(),499,0.802309,0.784647,0.742424,0.719478,0.79349,0.774399,0.757576,0.734075,True,0.03992333333333339,vowel(2),11,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2872787,3236787,27098387,3396,False,1,1,97,0.000142,0.656566,0.961413,98,GELU(),496,0.777778,0.756688,0.656566,0.623905,0.756453,0.733092,0.767677,0.747048,False,0.08080799999999999,vowel(2),4,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2878033,3242033,27103633,3797,False,5,5,98,0.000139,0.686869,0.988417,99,GELU(),497,0.792208,0.772246,0.686869,0.657588,0.777778,0.756481,0.676768,0.647431,False,0.07022600000000005,vowel(2),8,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2883028,3247028,27108628,3598,False,3,3,99,0.000143,0.747475,0.840439,98,GELU(),498,0.802309,0.783292,0.747475,0.724748,0.790123,0.770375,0.686869,0.657997,True,0.03655600000000003,vowel(2),10,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2887421,3251421,27113021,3595,False,3,3,96,0.000149,0.737374,0.912633,99,GELU(),495,0.786436,0.766596,0.737374,0.712793,0.775533,0.754432,0.787879,0.770743,False,0.032708000000000036,vowel(2),7,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2894960,3258960,27120560,3296,False,0,0,97,0.000151,0.661616,0.948157,98,GELU(),496,0.806638,0.788427,0.661616,0.630134,0.774411,0.752863,0.686869,0.657997,False,0.09668133333333333,vowel(2),12,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2900443,3264443,27126043,3286,False,0,0,87,0.000156,0.712121,0.917714,97,GELU(),486,0.799423,0.780136,0.712121,0.684179,0.780022,0.758865,0.737374,0.712311,True,0.05820133333333333,vowel(2),3,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2905801,3269801,27131401,3583,False,3,3,84,0.000155,0.69697,0.963861,97,GELU(),483,0.78355,0.762572,0.69697,0.667529,0.771044,0.748799,0.717172,0.69397,True,0.057719999999999994,vowel(2),15,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2910911,3274911,27136511,3897,False,6,6,98,0.000145,0.722222,0.987763,98,GELU(),497,0.805195,0.786569,0.722222,0.697919,0.787879,0.76757,0.707071,0.680148,True,0.05531533333333331,vowel(2),1,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2915157,3279157,27140757,3397,False,1,1,98,0.000141,0.747475,0.885457,99,GELU(),497,0.782107,0.76134,0.747475,0.724892,0.781145,0.760505,0.727273,0.703722,False,0.023087999999999997,vowel(2),16,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
2922630,3286630,27148230,3491,False,2,2,92,0.000149,0.712121,0.921019,98,GELU(),491,0.787879,0.767497,0.712121,0.683852,0.769921,0.747765,0.727273,0.701893,True,0.050505333333333326,vowel(2),6,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
